Total Volume, Total Energy, Total Energy (Particle) 
1.862800, 6080.266200, 4702.313321
1.865200, 6082.774863, 4699.991617
1.864400, 6079.282911, 4697.673550
1.864000, 6073.097531, 4694.889474
1.860400, 6040.052984, 4691.749979
1.863200, 6067.242224, 4688.215519
1.863600, 6071.820924, 4684.252262
1.864000, 6078.830419, 4679.837392
1.867200, 6101.443673, 4674.915987
1.864000, 6059.136343, 4670.156965
1.865600, 6083.534966, 4665.587814
1.870800, 6118.166095, 4660.942932
1.868800, 6093.506347, 4654.566049
1.874000, 6129.700944, 4650.675400
1.872800, 6109.674860, 4646.745685
1.866800, 6062.822466, 4643.034347
1.871200, 6098.985073, 4639.523044
1.874000, 6121.509323, 4636.079596
1.876800, 6146.609146, 4632.671971
1.879600, 6166.223587, 4630.180941
1.875600, 6122.778718, 4624.607602
1.878800, 6151.118422, 4622.589917
1.876000, 6148.955962, 4620.859035
1.880000, 6162.478078, 4617.148456
1.884000, 6195.286668, 4615.412297
1.884000, 6185.428302, 4614.576509
1.885600, 6192.245160, 4614.454294
1.886400, 6185.348389, 4614.202414
1.887200, 6178.555073, 4615.245686
1.885200, 6154.080575, 4614.351116
1.890000, 6181.070442, 4616.640840
1.888400, 6173.594306, 4619.475312
1.886000, 6145.596304, 4622.529619
1.893600, 6206.439947, 4625.374735
1.890800, 6182.715937, 4629.212493
1.894400, 6207.720594, 4631.601287
1.894000, 6192.191595, 4636.006782
1.894000, 6191.610608, 4640.659620
1.896400, 6202.633874, 4645.638505
1.894800, 6189.844517, 4650.816833
1.897200, 6211.147541, 4656.022056
1.890800, 6157.200773, 4660.979960
1.887200, 6130.975757, 4665.593705
1.900000, 6219.696749, 4671.581517
1.897200, 6194.403074, 4677.902747
1.896400, 6183.291620, 4684.283718
1.896400, 6187.942555, 4690.998721
1.898800, 6200.135482, 4697.708783
1.902800, 6230.555725, 4705.210716
1.902000, 6220.139240, 4713.175642
1.903600, 6221.674521, 4720.909663
1.905600, 6237.620063, 4728.488268
1.905600, 6234.436155, 4736.700577
1.905200, 6230.749447, 4744.665168
1.905200, 6236.354372, 4752.709592
1.910000, 6263.113286, 4760.423912
1.914800, 6307.007439, 4768.234304
1.906800, 6232.769925, 4775.933763
1.912400, 6275.659330, 4783.497370
1.911600, 6265.197799, 4790.893376
1.913600, 6274.385861, 4798.154670
